id	name	state	lat	lon	ele	nfiles	nonpublic	recentfile	display	col
87	Alperstedt	Thueringen	51.095	11.0479	158	15	2	TRUE	rdwd::metaInfo(id=87)<br>name: Alperstedt<br>state: Thueringen<br>lat: 51.0950<br>lon: 11.0479<br>ele:  158<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
88	Alpirsbach (Klaeranlage)	Baden-Wuerttemberg	48.3226	8.3944	400	3	3	FALSE	rdwd::metaInfo(id=88)<br>name: Alpirsbach (Klaeranlage)<br>state: Baden-Wuerttemberg<br>lat: 48.3226<br>lon:  8.3944<br>ele:  400<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
14151	Alsdorf-Bettendorf (WV NRW)	Nordrhein-Westfalen	50.8892	6.2111	131	0	4	FALSE	rdwd::metaInfo(id=14151)<br>name: Alsdorf-Bettendorf (WV NRW)<br>state: Nordrhein-Westfalen<br>lat: 50.8892<br>lon:  6.2111<br>ele:  131<br>n public files:  0<br>nonpublic:  4<br>recentfile: FALSE	red
89	Alsenz	Rheinland-Pfalz	49.7167	7.8167	146	3	3	FALSE	rdwd::metaInfo(id=89)<br>name: Alsenz<br>state: Rheinland-Pfalz<br>lat: 49.7167<br>lon:  7.8167<br>ele:  146<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
90	Alsfeld	Hessen	50.7557	9.2583	305	15	2	TRUE	rdwd::metaInfo(id=90)<br>name: Alsfeld<br>state: Hessen<br>lat: 50.7557<br>lon:  9.2583<br>ele:  305<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
91	Alsfeld-Eifa	Hessen	50.7446	9.345	300	48	11	TRUE	rdwd::metaInfo(id=91)<br>name: Alsfeld-Eifa<br>state: Hessen<br>lat: 50.7446<br>lon:  9.3450<br>ele:  300<br>n public files: 48<br>nonpublic: 11<br>recentfile: TRUE	blue
92	Alsfeld-Lingelbach	Hessen	50.7638	9.4031	395	3	3	FALSE	rdwd::metaInfo(id=92)<br>name: Alsfeld-Lingelbach<br>state: Hessen<br>lat: 50.7638<br>lon:  9.4031<br>ele:  395<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
93	Alsfeld-Reibertenrod	Hessen	50.7691	9.2542	269	13	13	FALSE	rdwd::metaInfo(id=93)<br>name: Alsfeld-Reibertenrod<br>state: Hessen<br>lat: 50.7691<br>lon:  9.2542<br>ele:  269<br>n public files: 13<br>nonpublic: 13<br>recentfile: FALSE	red
94	Alt Krenzlin-Krenzliner Huette	Mecklenburg-Vorpommern	53.3096	11.3133	52	3	3	FALSE	rdwd::metaInfo(id=94)<br>name: Alt Krenzlin-Krenzliner Huette<br>state: Mecklenburg-Vorpommern<br>lat: 53.3096<br>lon: 11.3133<br>ele:   52<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
95	Alt Madlitz	Brandenburg	52.378	14.2317	62	3	3	FALSE	rdwd::metaInfo(id=95)<br>name: Alt Madlitz<br>state: Brandenburg<br>lat: 52.3780<br>lon: 14.2317<br>ele:   62<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
97	Alt Zeschdorf	Brandenburg	52.4275	14.442	50	3	3	FALSE	rdwd::metaInfo(id=97)<br>name: Alt Zeschdorf<br>state: Brandenburg<br>lat: 52.4275<br>lon: 14.4420<br>ele:   50<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
98	Altastenberg	Nordrhein-Westfalen	51.189	8.4671	780	23	23	FALSE	rdwd::metaInfo(id=98)<br>name: Altastenberg<br>state: Nordrhein-Westfalen<br>lat: 51.1890<br>lon:  8.4671<br>ele:  780<br>n public files: 23<br>nonpublic: 23<br>recentfile: FALSE	red
99	Altbrandsleben	Sachsen-Anhalt	52.0728	11.2475	185	3	3	FALSE	rdwd::metaInfo(id=99)<br>name: Altbrandsleben<br>state: Sachsen-Anhalt<br>lat: 52.0728<br>lon: 11.2475<br>ele:  185<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
100	Altdoebern	Brandenburg	51.6504	14.0318	85	3	3	FALSE	rdwd::metaInfo(id=100)<br>name: Altdoebern<br>state: Brandenburg<br>lat: 51.6504<br>lon: 14.0318<br>ele:   85<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
101	Altdorf	Bayern	49.3864	11.3705	423	3	3	FALSE	rdwd::metaInfo(id=101)<br>name: Altdorf<br>state: Bayern<br>lat: 49.3864<br>lon: 11.3705<br>ele:  423<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
104	Altena in Westfalen	Nordrhein-Westfalen	51.2856	7.6922	196	3	3	FALSE	rdwd::metaInfo(id=104)<br>name: Altena in Westfalen<br>state: Nordrhein-Westfalen<br>lat: 51.2856<br>lon:  7.6922<br>ele:  196<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
106	Altenau	Niedersachsen	51.7976	10.4429	500	0	30	FALSE	rdwd::metaInfo(id=106)<br>name: Altenau<br>state: Niedersachsen<br>lat: 51.7976<br>lon: 10.4429<br>ele:  500<br>n public files:  0<br>nonpublic: 30<br>recentfile: FALSE	red
108	Altenau-Bastesiedlung	Niedersachsen	51.8333	10.5333	635	3	3	FALSE	rdwd::metaInfo(id=108)<br>name: Altenau-Bastesiedlung<br>state: Niedersachsen<br>lat: 51.8333<br>lon: 10.5333<br>ele:  635<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
109	Altenau-Torfhaus/Harz	Niedersachsen	51.8012	10.5379	800	3	3	FALSE	rdwd::metaInfo(id=109)<br>name: Altenau-Torfhaus/Harz<br>state: Niedersachsen<br>lat: 51.8012<br>lon: 10.5379<br>ele:  800<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
107	Altenau (A)	Niedersachsen	51.8	10.4333	460	3	3	FALSE	rdwd::metaInfo(id=107)<br>name: Altenau (A)<br>state: Niedersachsen<br>lat: 51.8000<br>lon: 10.4333<br>ele:  460<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
2571	Altenberg-Kipsdorf	Sachsen	50.8035	13.6764	550	3	3	FALSE	rdwd::metaInfo(id=2571)<br>name: Altenberg-Kipsdorf<br>state: Sachsen<br>lat: 50.8035<br>lon: 13.6764<br>ele:  550<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
4432	Altenberg-Schellerhau	Sachsen	50.7797	13.6814	780	6	0	TRUE	rdwd::metaInfo(id=4432)<br>name: Altenberg-Schellerhau<br>state: Sachsen<br>lat: 50.7797<br>lon: 13.6814<br>ele:  780<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
110	Altenberge	Nordrhein-Westfalen	52.0487	7.4877	65	6	0	TRUE	rdwd::metaInfo(id=110)<br>name: Altenberge<br>state: Nordrhein-Westfalen<br>lat: 52.0487<br>lon:  7.4877<br>ele:   65<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
111	Altenbrak	Sachsen-Anhalt	51.7273	10.9362	300	3	3	FALSE	rdwd::metaInfo(id=111)<br>name: Altenbrak<br>state: Sachsen-Anhalt<br>lat: 51.7273<br>lon: 10.9362<br>ele:  300<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
113	Altenbrak-Todtenrode	Sachsen-Anhalt	51.7365	10.9569	425	3	3	FALSE	rdwd::metaInfo(id=113)<br>name: Altenbrak-Todtenrode<br>state: Sachsen-Anhalt<br>lat: 51.7365<br>lon: 10.9569<br>ele:  425<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
115	Altenbrak-Wendefurth	Sachsen-Anhalt	51.7412	10.919	353	3	3	FALSE	rdwd::metaInfo(id=115)<br>name: Altenbrak-Wendefurth<br>state: Sachsen-Anhalt<br>lat: 51.7412<br>lon: 10.9190<br>ele:  353<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
112	Altenbrak (Rappbode Talsperre )	Sachsen-Anhalt	51.739	10.8965	430	3	3	FALSE	rdwd::metaInfo(id=112)<br>name: Altenbrak (Rappbode Talsperre )<br>state: Sachsen-Anhalt<br>lat: 51.7390<br>lon: 10.8965<br>ele:  430<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
116	Altenburg	Thueringen	50.9833	12.4333	213	15	17	FALSE	rdwd::metaInfo(id=116)<br>name: Altenburg<br>state: Thueringen<br>lat: 50.9833<br>lon: 12.4333<br>ele:  213<br>n public files: 15<br>nonpublic: 17<br>recentfile: FALSE	red
117	Altendambach	Thueringen	50.5605	10.7179	520	3	3	FALSE	rdwd::metaInfo(id=117)<br>name: Altendambach<br>state: Thueringen<br>lat: 50.5605<br>lon: 10.7179<br>ele:  520<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
118	Altendorf	Bayern	49.4053	12.2852	388	13	2	TRUE	rdwd::metaInfo(id=118)<br>name: Altendorf<br>state: Bayern<br>lat: 49.4053<br>lon: 12.2852<br>ele:  388<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
6282	Altendorf/Oberfranken	Bayern	49.7978	10.9998	250	0	8	FALSE	rdwd::metaInfo(id=6282)<br>name: Altendorf/Oberfranken<br>state: Bayern<br>lat: 49.7978<br>lon: 10.9998<br>ele:  250<br>n public files:  0<br>nonpublic:  8<br>recentfile: FALSE	red
119	Altenhagen-Starkow	Mecklenburg-Vorpommern	54.2756	12.7514	7	3	3	FALSE	rdwd::metaInfo(id=119)<br>name: Altenhagen-Starkow<br>state: Mecklenburg-Vorpommern<br>lat: 54.2756<br>lon: 12.7514<br>ele:    7<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
120	Altenhof	Brandenburg	52.9136	13.7118	50	3	3	FALSE	rdwd::metaInfo(id=120)<br>name: Altenhof<br>state: Brandenburg<br>lat: 52.9136<br>lon: 13.7118<br>ele:   50<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
122	Altenmedingen-Eddelstorf	Niedersachsen	53.1471	10.6195	61	3	3	FALSE	rdwd::metaInfo(id=122)<br>name: Altenmedingen-Eddelstorf<br>state: Niedersachsen<br>lat: 53.1471<br>lon: 10.6195<br>ele:   61<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
123	Altenparkstein	Bayern	49.7667	12.0833	470	3	3	FALSE	rdwd::metaInfo(id=123)<br>name: Altenparkstein<br>state: Bayern<br>lat: 49.7667<br>lon: 12.0833<br>ele:  470<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
125	Altenstadt	Bayern	47.8342	10.8667	756	38	0	TRUE	rdwd::metaInfo(id=125)<br>name: Altenstadt<br>state: Bayern<br>lat: 47.8342<br>lon: 10.8667<br>ele:  756<br>n public files: 38<br>nonpublic:  0<br>recentfile: TRUE	blue
3574	Altenstadt/Waldnaab	Bayern	49.7145	12.1713	400	3	3	FALSE	rdwd::metaInfo(id=3574)<br>name: Altenstadt/Waldnaab<br>state: Bayern<br>lat: 49.7145<br>lon: 12.1713<br>ele:  400<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
127	Altensteig-Wart	Baden-Wuerttemberg	48.6171	8.6501	594	3	3	FALSE	rdwd::metaInfo(id=127)<br>name: Altensteig-Wart<br>state: Baden-Wuerttemberg<br>lat: 48.6171<br>lon:  8.6501<br>ele:  594<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
128	Altenthann-Forstmuehle	Bayern	49.0844	12.3232	446	8	0	TRUE	rdwd::metaInfo(id=128)<br>name: Altenthann-Forstmuehle<br>state: Bayern<br>lat: 49.0844<br>lon: 12.3232<br>ele:  446<br>n public files:  8<br>nonpublic:  0<br>recentfile: TRUE	blue
129	Altentreptow	Mecklenburg-Vorpommern	53.6893	13.242	33	21	15	TRUE	rdwd::metaInfo(id=129)<br>name: Altentreptow<br>state: Mecklenburg-Vorpommern<br>lat: 53.6893<br>lon: 13.2420<br>ele:   33<br>n public files: 21<br>nonpublic: 15<br>recentfile: TRUE	blue
130	Altertheim-Oberaltertheim	Bayern	49.7283	9.7692	300	15	2	TRUE	rdwd::metaInfo(id=130)<br>name: Altertheim-Oberaltertheim<br>state: Bayern<br>lat: 49.7283<br>lon:  9.7692<br>ele:  300<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
132	Altglashuette	Bayern	49.7725	12.3891	750	15	15	FALSE	rdwd::metaInfo(id=132)<br>name: Altglashuette<br>state: Bayern<br>lat: 49.7725<br>lon: 12.3891<br>ele:  750<br>n public files: 15<br>nonpublic: 15<br>recentfile: FALSE	red
4189	Altheim, Kreis Biberach	Baden-Wuerttemberg	48.1479	9.4596	533	55	11	TRUE	rdwd::metaInfo(id=4189)<br>name: Altheim, Kreis Biberach<br>state: Baden-Wuerttemberg<br>lat: 48.1479<br>lon:  9.4596<br>ele:  533<br>n public files: 55<br>nonpublic: 11<br>recentfile: TRUE	blue
133	Althengstett-Ottenbronn	Baden-Wuerttemberg	48.7359	8.7493	530	3	3	FALSE	rdwd::metaInfo(id=133)<br>name: Althengstett-Ottenbronn<br>state: Baden-Wuerttemberg<br>lat: 48.7359<br>lon:  8.7493<br>ele:  530<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
134	Althuette bei Waldmuenchen	Bayern	49.3333	12.7667	785	3	3	FALSE	rdwd::metaInfo(id=134)<br>name: Althuette bei Waldmuenchen<br>state: Bayern<br>lat: 49.3333<br>lon: 12.7667<br>ele:  785<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
19123	Altkalen-Granzow	Mecklenburg-Vorpommern	53.9327	12.681	26	4	0	TRUE	rdwd::metaInfo(id=19123)<br>name: Altkalen-Granzow<br>state: Mecklenburg-Vorpommern<br>lat: 53.9327<br>lon: 12.6810<br>ele:   26<br>n public files:  4<br>nonpublic:  0<br>recentfile: TRUE	blue
135	Altkirchen	Thueringen	50.9333	12.35	232	3	3	FALSE	rdwd::metaInfo(id=135)<br>name: Altkirchen<br>state: Thueringen<br>lat: 50.9333<br>lon: 12.3500<br>ele:  232<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
137	Altlohberghuette	Bayern	49.1762	13.1315	825	3	3	FALSE	rdwd::metaInfo(id=137)<br>name: Altlohberghuette<br>state: Bayern<br>lat: 49.1762<br>lon: 13.1315<br>ele:  825<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
138	Altmannstein-Laimerstadt	Bayern	48.8821	11.7114	430	3	3	FALSE	rdwd::metaInfo(id=138)<br>name: Altmannstein-Laimerstadt<br>state: Bayern<br>lat: 48.8821<br>lon: 11.7114<br>ele:  430<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
139	Altmannstein-Pondorf	Bayern	48.9437	11.5694	530	3	3	FALSE	rdwd::metaInfo(id=139)<br>name: Altmannstein-Pondorf<br>state: Bayern<br>lat: 48.9437<br>lon: 11.5694<br>ele:  530<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
140	Altmersleben	Sachsen-Anhalt	52.6861	11.4272	35	3	3	FALSE	rdwd::metaInfo(id=140)<br>name: Altmersleben<br>state: Sachsen-Anhalt<br>lat: 52.6861<br>lon: 11.4272<br>ele:   35<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
141	Altmoerbitz, Talsperre Schoembach	Sachsen	50.9932	12.5731	207	3	3	FALSE	rdwd::metaInfo(id=141)<br>name: Altmoerbitz, Talsperre Schoembach<br>state: Sachsen<br>lat: 50.9932<br>lon: 12.5731<br>ele:  207<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6096	Altmuehlsee	Bayern	49.1423	10.7301	416	15	2	TRUE	rdwd::metaInfo(id=6096)<br>name: Altmuehlsee<br>state: Bayern<br>lat: 49.1423<br>lon: 10.7301<br>ele:  416<br>n public files: 15<br>nonpublic:  2<br>recentfile: TRUE	blue
142	Altomuenster-Maisbrunn	Bayern	48.406	11.3117	511	46	11	TRUE	rdwd::metaInfo(id=142)<br>name: Altomuenster-Maisbrunn<br>state: Bayern<br>lat: 48.4060<br>lon: 11.3117<br>ele:  511<br>n public files: 46<br>nonpublic: 11<br>recentfile: TRUE	blue
143	Altomuenster-Wollomoos	Bayern	48.4012	11.1984	505	3	3	FALSE	rdwd::metaInfo(id=143)<br>name: Altomuenster-Wollomoos<br>state: Bayern<br>lat: 48.4012<br>lon: 11.1984<br>ele:  505<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
144	Altreetz	Brandenburg	52.7642	14.1664	6	3	3	FALSE	rdwd::metaInfo(id=144)<br>name: Altreetz<br>state: Brandenburg<br>lat: 52.7642<br>lon: 14.1664<br>ele:    6<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
7224	Altshausen	Baden-Wuerttemberg	47.9324	9.5512	570	0	6	FALSE	rdwd::metaInfo(id=7224)<br>name: Altshausen<br>state: Baden-Wuerttemberg<br>lat: 47.9324<br>lon:  9.5512<br>ele:  570<br>n public files:  0<br>nonpublic:  6<br>recentfile: FALSE	red
145	Altusried-Krugzell	Bayern	47.7985	10.2538	642	6	0	TRUE	rdwd::metaInfo(id=145)<br>name: Altusried-Krugzell<br>state: Bayern<br>lat: 47.7985<br>lon: 10.2538<br>ele:  642<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
146	Altusried-Muthmannshofen	Bayern	47.7922	10.0988	730	5	7	TRUE	rdwd::metaInfo(id=146)<br>name: Altusried-Muthmannshofen<br>state: Bayern<br>lat: 47.7922<br>lon: 10.0988<br>ele:  730<br>n public files:  5<br>nonpublic:  7<br>recentfile: TRUE	blue
147	Altwigshagen	Mecklenburg-Vorpommern	53.7171	13.8351	9	3	3	FALSE	rdwd::metaInfo(id=147)<br>name: Altwigshagen<br>state: Mecklenburg-Vorpommern<br>lat: 53.7171<br>lon: 13.8351<br>ele:    9<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
148	Alveslohe	Schleswig-Holstein	53.8	9.9	33	3	3	FALSE	rdwd::metaInfo(id=148)<br>name: Alveslohe<br>state: Schleswig-Holstein<br>lat: 53.8000<br>lon:  9.9000<br>ele:   33<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
149	Alzenau	Bayern	50.0888	9.0598	111	6	0	TRUE	rdwd::metaInfo(id=149)<br>name: Alzenau<br>state: Bayern<br>lat: 50.0888<br>lon:  9.0598<br>ele:  111<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
150	Alzey	Rheinland-Pfalz	49.7273	8.1164	215	53	11	TRUE	rdwd::metaInfo(id=150)<br>name: Alzey<br>state: Rheinland-Pfalz<br>lat: 49.7273<br>lon:  8.1164<br>ele:  215<br>n public files: 53<br>nonpublic: 11<br>recentfile: TRUE	blue
151	Amberg-Unterammersricht	Bayern	49.4691	11.8546	382	47	12	TRUE	rdwd::metaInfo(id=151)<br>name: Amberg-Unterammersricht<br>state: Bayern<br>lat: 49.4691<br>lon: 11.8546<br>ele:  382<br>n public files: 47<br>nonpublic: 12<br>recentfile: TRUE	blue
15150	Amberg (Bauamt)	Bayern	49.45	11.85	395	3	3	FALSE	rdwd::metaInfo(id=15150)<br>name: Amberg (Bauamt)<br>state: Bayern<br>lat: 49.4500<br>lon: 11.8500<br>ele:  395<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
152	Amelinghausen	Niedersachsen	53.1268	10.2184	57	5	7	FALSE	rdwd::metaInfo(id=152)<br>name: Amelinghausen<br>state: Niedersachsen<br>lat: 53.1268<br>lon: 10.2184<br>ele:   57<br>n public files:  5<br>nonpublic:  7<br>recentfile: FALSE	red
153	Amerang-Kammer	Bayern	48.0027	12.3132	530	3	3	FALSE	rdwd::metaInfo(id=153)<br>name: Amerang-Kammer<br>state: Bayern<br>lat: 48.0027<br>lon: 12.3132<br>ele:  530<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
154	Amerang-Pfaffing	Bayern	48.0197	12.2925	516	55	11	TRUE	rdwd::metaInfo(id=154)<br>name: Amerang-Pfaffing<br>state: Bayern<br>lat: 48.0197<br>lon: 12.2925<br>ele:  516<br>n public files: 55<br>nonpublic: 11<br>recentfile: TRUE	blue
155	Amerdingen	Bayern	48.7257	10.4915	492	6	0	TRUE	rdwd::metaInfo(id=155)<br>name: Amerdingen<br>state: Bayern<br>lat: 48.7257<br>lon: 10.4915<br>ele:  492<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
156	Amesdorf-Warmsdorf	Sachsen-Anhalt	51.777	11.5744	96	3	3	FALSE	rdwd::metaInfo(id=156)<br>name: Amesdorf-Warmsdorf<br>state: Sachsen-Anhalt<br>lat: 51.7770<br>lon: 11.5744<br>ele:   96<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
158	Amoeneburg-Ruedigheim	Hessen	50.784	8.9545	210	13	2	TRUE	rdwd::metaInfo(id=158)<br>name: Amoeneburg-Ruedigheim<br>state: Hessen<br>lat: 50.7840<br>lon:  8.9545<br>ele:  210<br>n public files: 13<br>nonpublic:  2<br>recentfile: TRUE	blue
159	Amorbach	Bayern	49.6403	9.2295	181	3	3	FALSE	rdwd::metaInfo(id=159)<br>name: Amorbach<br>state: Bayern<br>lat: 49.6403<br>lon:  9.2295<br>ele:  181<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
6285	Amorbach-Neudorf	Bayern	49.6546	9.2609	420	0	8	FALSE	rdwd::metaInfo(id=6285)<br>name: Amorbach-Neudorf<br>state: Bayern<br>lat: 49.6546<br>lon:  9.2609<br>ele:  420<br>n public files:  0<br>nonpublic:  8<br>recentfile: FALSE	red
6286	Ampfing (Klaeranlage)	Bayern	48.2612	12.4292	400	0	8	FALSE	rdwd::metaInfo(id=6286)<br>name: Ampfing (Klaeranlage)<br>state: Bayern<br>lat: 48.2612<br>lon: 12.4292<br>ele:  400<br>n public files:  0<br>nonpublic:  8<br>recentfile: FALSE	red
5436	Amtsberg-Weissbach	Sachsen	50.7346	13.0256	407	7	1	TRUE	rdwd::metaInfo(id=5436)<br>name: Amtsberg-Weissbach<br>state: Sachsen<br>lat: 50.7346<br>lon: 13.0256<br>ele:  407<br>n public files:  7<br>nonpublic:  1<br>recentfile: TRUE	blue
5623	An der Poststrasse-Braunsroda	Sachsen-Anhalt	51.1648	11.5231	287	6	0	TRUE	rdwd::metaInfo(id=5623)<br>name: An der Poststrasse-Braunsroda<br>state: Sachsen-Anhalt<br>lat: 51.1648<br>lon: 11.5231<br>ele:  287<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
160	Andechs-Erling	Bayern	47.9636	11.1778	682	8	0	TRUE	rdwd::metaInfo(id=160)<br>name: Andechs-Erling<br>state: Bayern<br>lat: 47.9636<br>lon: 11.1778<br>ele:  682<br>n public files:  8<br>nonpublic:  0<br>recentfile: TRUE	blue
161	Andernach	Rheinland-Pfalz	50.4237	7.4202	75	71	0	TRUE	rdwd::metaInfo(id=161)<br>name: Andernach<br>state: Rheinland-Pfalz<br>lat: 50.4237<br>lon:  7.4202<br>ele:   75<br>n public files: 71<br>nonpublic:  0<br>recentfile: TRUE	blue
162	Anger-Oberhoegl	Bayern	47.8013	12.8984	690	3	3	FALSE	rdwd::metaInfo(id=162)<br>name: Anger-Oberhoegl<br>state: Bayern<br>lat: 47.8013<br>lon: 12.8984<br>ele:  690<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
163	Anger-Stoissberg	Bayern	47.803	12.8192	828	6	0	TRUE	rdwd::metaInfo(id=163)<br>name: Anger-Stoissberg<br>state: Bayern<br>lat: 47.8030<br>lon: 12.8192<br>ele:  828<br>n public files:  6<br>nonpublic:  0<br>recentfile: TRUE	blue
164	Angermuende	Brandenburg	53.0316	13.9908	54	80	2	TRUE	rdwd::metaInfo(id=164)<br>name: Angermuende<br>state: Brandenburg<br>lat: 53.0316<br>lon: 13.9908<br>ele:   54<br>n public files: 80<br>nonpublic:  2<br>recentfile: TRUE	blue
165	Angern	Sachsen-Anhalt	52.3611	11.7346	50	3	3	FALSE	rdwd::metaInfo(id=165)<br>name: Angern<br>state: Sachsen-Anhalt<br>lat: 52.3611<br>lon: 11.7346<br>ele:   50<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
166	Angersdorf	Sachsen-Anhalt	51.4667	11.9	108	3	3	FALSE	rdwd::metaInfo(id=166)<br>name: Angersdorf<br>state: Sachsen-Anhalt<br>lat: 51.4667<br>lon: 11.9000<br>ele:  108<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
167	Anklam	Mecklenburg-Vorpommern	53.8412	13.6846	9	55	11	TRUE	rdwd::metaInfo(id=167)<br>name: Anklam<br>state: Mecklenburg-Vorpommern<br>lat: 53.8412<br>lon: 13.6846<br>ele:    9<br>n public files: 55<br>nonpublic: 11<br>recentfile: TRUE	blue
168	Ankum	Niedersachsen	52.5461	7.8763	62	3	3	FALSE	rdwd::metaInfo(id=168)<br>name: Ankum<br>state: Niedersachsen<br>lat: 52.5461<br>lon:  7.8763<br>ele:   62<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
169	Annaberg-Buchholz	Sachsen	50.573	13.0053	630	12	12	FALSE	rdwd::metaInfo(id=169)<br>name: Annaberg-Buchholz<br>state: Sachsen<br>lat: 50.5730<br>lon: 13.0053<br>ele:  630<br>n public files: 12<br>nonpublic: 12<br>recentfile: FALSE	red
170	Annaburg	Sachsen-Anhalt	51.7309	13.0546	76	7	1	TRUE	rdwd::metaInfo(id=170)<br>name: Annaburg<br>state: Sachsen-Anhalt<br>lat: 51.7309<br>lon: 13.0546<br>ele:   76<br>n public files:  7<br>nonpublic:  1<br>recentfile: TRUE	blue
172	Annaturm	Niedersachsen	52.2486	9.5056	395	16	16	FALSE	rdwd::metaInfo(id=172)<br>name: Annaturm<br>state: Niedersachsen<br>lat: 52.2486<br>lon:  9.5056<br>ele:  395<br>n public files: 16<br>nonpublic: 16<br>recentfile: FALSE	red
173	Annweiler	Rheinland-Pfalz	49.2028	7.9719	200	3	3	FALSE	rdwd::metaInfo(id=173)<br>name: Annweiler<br>state: Rheinland-Pfalz<br>lat: 49.2028<br>lon:  7.9719<br>ele:  200<br>n public files:  3<br>nonpublic:  3<br>recentfile: FALSE	red
174	Annweiler-Bindersbach	Rheinland-Pfalz	49.1886	7.9766	250	17	17	FALSE	rdwd::metaInfo(id=174)<br>name: Annweiler-Bindersbach<br>state: Rheinland-Pfalz<br>lat: 49.1886<br>lon:  7.9766<br>ele:  250<br>n public files: 17<br>nonpublic: 17<br>recentfile: FALSE	red
175	Ansbach	Bayern	49.2964	10.5751	413	26	26	FALSE	rdwd::metaInfo(id=175)<br>name: Ansbach<br>state: Bayern<br>lat: 49.2964<br>lon: 10.5751<br>ele:  413<br>n public files: 26<br>nonpublic: 26<br>recentfile: FALSE	red
176	Ansbach-Claffheim	Bayern	49.2475	10.5826	481	0	32	FALSE	rdwd::metaInfo(id=176)<br>name: Ansbach-Claffheim<br>state: Bayern<br>lat: 49.2475<br>lon: 10.5826<br>ele:  481<br>n public files:  0<br>nonpublic: 32<br>recentfile: FALSE	red
177	Ansbach-Hennenbach	Bayern	49.3158	10.5815	418	15	15	FALSE	rdwd::metaInfo(id=177)<br>name: Ansbach-Hennenbach<br>state: Bayern<br>lat: 49.3158<br>lon: 10.5815<br>ele:  418<br>n public files: 15<br>nonpublic: 15<br>recentfile: FALSE	red
